OrderTime,InstrumentID,Price,Volume,ApplSeqNum,OrderBSFlag,ADFlag
09:30:12.600,600985,11.15,500,379214,S,D
09:30:12.600,600985,11.24,1000,393314,S,A
09:30:12.680,600985,11.15,300,393804,S,A
09:30:12.680,600985,11.15,100,375936,S,D
09:30:12.680,600985,11.15,400,376164,S,D
09:30:12.680,600985,11.15,800,376161,S,D
09:30:12.680,600985,11.15,600,376163,S,D
09:30:12.680,600985,11.15,500,375935,S,D
09:30:12.680,600985,11.14,3700,393999,B,A
09:30:12.760,600985,11.8,200,394510,S,A
09:30:12.760,600985,11.15,100,394653,S,A
09:30:12.800,600985,11.15,500,394701,S,A
09:30:12.910,600985,10.91,200,395643,B,A
09:30:13.200,600985,11.11,4500,396963,B,A
09:30:13.320,600985,11.13,1300,397696,B,A
09:30:13.530,600985,11.09,200,398838,B,A
09:30:13.530,600985,10.9,100,399003,B,A
09:30:13.600,600985,11.11,300,317992,B,D
09:30:13.630,600985,11.03,100,399407,B,A
09:30:13.740,600985,11.21,2400,159863,S,D
09:30:13.780,600985,11.13,3000,399934,B,A
09:30:13.810,600985,11.3,10000,400205,S,A
09:30:13.840,600985,11.15,100,400411,S,A
09:30:13.950,600985,11.44,5700,400693,S,A
09:30:13.950,600985,11.9,100,400742,S,A
09:30:13.990,600985,11.15,300,377702,S,D
09:30:13.990,600985,11.15,200,377697,S,D
09:30:13.990,600985,11.15,200,377701,S,D
09:30:13.990,600985,11.15,900,377700,S,D
09:30:13.990,600985,11.15,800,377699,S,D
09:30:13.990,600985,11.15,300,377698,S,D
09:30:13.990,600985,11.15,800,377703,S,D
09:30:14.090,600985,11.14,10800,401467,B,A
09:30:14.190,600985,11.69,2000,401873,S,A
09:30:14.390,600985,11.03,300,402699,B,A
09:30:14.460,600985,11.0,300,402903,B,A
09:30:14.460,600985,11.0,100,402907,B,A
09:30:14.460,600985,11.0,100,402908,B,A
09:30:14.460,600985,11.0,300,403050,B,A
